asm|cpu|synth|const|ops
adc a, a|kc160_z80_strict|_||8F
adc a, a|r2ka|_||8F
adc a, a|r2ka_strict|_||8F
adc a, a|r3k|_||8F
adc a, a|r3k_strict|_||8F
adc a, a|r4k|_||7F;8F
adc a, a|r4k_strict|_||7F;8F
adc a, a|r5k|_||7F;8F
adc a, a|r5k_strict|_||7F;8F
adc a, a|r6k|_||7F;8F
adc a, a|r6k_strict|_||7F;8F
adc a, a|r800|_||8F
adc a, a|r800_strict|_||8F
adc a, a|z180|_||8F
adc a, a|z180_strict|_||8F
adc a, a|z80|_||8F
adc a, a|z80_strict|_||8F
adc a, a|z80n|_||8F
adc a, a|z80n_strict|_||8F
adc a, b|8080|_||88
adc a, b|8085|_||88
adc a, b|ez80|_||88
adc a, b|ez80_strict|_||88
adc a, b|ez80_z80|_||88
adc a, b|ez80_z80_strict|_||88
adc a, b|gbz80|_||88
adc a, b|gbz80_strict|_||88
adc a, b|kc160|_||88
adc a, b|kc160_strict|_||88
adc a, b|kc160_z80|_||88
adc a, b|kc160_z80_strict|_||88
adc a, b|r2ka|_||88
adc a, b|r2ka_strict|_||88
adc a, b|r3k|_||88
adc a, b|r3k_strict|_||88
adc a, b|r4k|_||7F;88
adc a, b|r4k_strict|_||7F;88
adc a, b|r5k|_||7F;88
adc a, b|r5k_strict|_||7F;88
adc a, b|r6k|_||7F;88
adc a, b|r6k_strict|_||7F;88
adc a, b|r800|_||88
adc a, b|r800_strict|_||88
adc a, b|z180|_||88
adc a, b|z180_strict|_||88
adc a, b|z80|_||88
adc a, b|z80_strict|_||88
adc a, b|z80n|_||88
adc a, b|z80n_strict|_||88
adc a, c|8080|_||89
adc a, c|8085|_||89
adc a, c|ez80|_||89
adc a, c|ez80_strict|_||89
adc a, c|ez80_z80|_||89
adc a, c|ez80_z80_strict|_||89
adc a, c|gbz80|_||89
adc a, c|gbz80_strict|_||89
adc a, c|kc160|_||89
adc a, c|kc160_strict|_||89
adc a, c|kc160_z80|_||89
adc a, c|kc160_z80_strict|_||89
adc a, c|r2ka|_||89
adc a, c|r2ka_strict|_||89
adc a, c|r3k|_||89
adc a, c|r3k_strict|_||89
adc a, c|r4k|_||7F;89
adc a, c|r4k_strict|_||7F;89
adc a, c|r5k|_||7F;89
adc a, c|r5k_strict|_||7F;89
adc a, c|r6k|_||7F;89
adc a, c|r6k_strict|_||7F;89
adc a, c|r800|_||89
adc a, c|r800_strict|_||89
adc a, c|z180|_||89
adc a, c|z180_strict|_||89
adc a, c|z80|_||89
adc a, c|z80_strict|_||89
adc a, c|z80n|_||89
adc a, c|z80n_strict|_||89
adc a, d|8080|_||8A
adc a, d|8085|_||8A
adc a, d|ez80|_||8A
adc a, d|ez80_strict|_||8A
adc a, d|ez80_z80|_||8A
adc a, d|ez80_z80_strict|_||8A
adc a, d|gbz80|_||8A
adc a, d|gbz80_strict|_||8A
adc a, d|kc160|_||8A
adc a, d|kc160_strict|_||8A
adc a, d|kc160_z80|_||8A
adc a, d|kc160_z80_strict|_||8A
adc a, d|r2ka|_||8A
adc a, d|r2ka_strict|_||8A
adc a, d|r3k|_||8A
adc a, d|r3k_strict|_||8A
adc a, d|r4k|_||7F;8A
adc a, d|r4k_strict|_||7F;8A
adc a, d|r5k|_||7F;8A
adc a, d|r5k_strict|_||7F;8A
adc a, d|r6k|_||7F;8A
adc a, d|r6k_strict|_||7F;8A
adc a, d|r800|_||8A
adc a, d|r800_strict|_||8A
adc a, d|z180|_||8A
adc a, d|z180_strict|_||8A
adc a, d|z80|_||8A
adc a, d|z80_strict|_||8A
adc a, d|z80n|_||8A
adc a, d|z80n_strict|_||8A
adc a, e|8080|_||8B
adc a, e|8085|_||8B
adc a, e|ez80|_||8B
adc a, e|ez80_strict|_||8B
adc a, e|ez80_z80|_||8B
adc a, e|ez80_z80_strict|_||8B
adc a, e|gbz80|_||8B
adc a, e|gbz80_strict|_||8B
adc a, e|kc160|_||8B
adc a, e|kc160_strict|_||8B
adc a, e|kc160_z80|_||8B
adc a, e|kc160_z80_strict|_||8B
adc a, e|r2ka|_||8B
adc a, e|r2ka_strict|_||8B
adc a, e|r3k|_||8B
adc a, e|r3k_strict|_||8B
adc a, e|r4k|_||7F;8B
adc a, e|r4k_strict|_||7F;8B
adc a, e|r5k|_||7F;8B
adc a, e|r5k_strict|_||7F;8B
adc a, e|r6k|_||7F;8B
adc a, e|r6k_strict|_||7F;8B
adc a, e|r800|_||8B
adc a, e|r800_strict|_||8B
adc a, e|z180|_||8B
adc a, e|z180_strict|_||8B
adc a, e|z80|_||8B
adc a, e|z80_strict|_||8B
adc a, e|z80n|_||8B
adc a, e|z80n_strict|_||8B
adc a, h|8080|_||8C
adc a, h|8085|_||8C
adc a, h|ez80|_||8C
adc a, h|ez80_strict|_||8C
adc a, h|ez80_z80|_||8C
adc a, h|ez80_z80_strict|_||8C
adc a, h|gbz80|_||8C
adc a, h|gbz80_strict|_||8C
adc a, h|kc160|_||8C
adc a, h|kc160_strict|_||8C
adc a, h|kc160_z80|_||8C
adc a, h|kc160_z80_strict|_||8C
adc a, h|r2ka|_||8C
adc a, h|r2ka_strict|_||8C
adc a, h|r3k|_||8C
adc a, h|r3k_strict|_||8C
adc a, h|r4k|_||7F;8C
adc a, h|r4k_strict|_||7F;8C
adc a, h|r5k|_||7F;8C
adc a, h|r5k_strict|_||7F;8C
adc a, h|r6k|_||7F;8C
adc a, h|r6k_strict|_||7F;8C
adc a, h|r800|_||8C
adc a, h|r800_strict|_||8C
adc a, h|z180|_||8C
adc a, h|z180_strict|_||8C
adc a, h|z80|_||8C
adc a, h|z80_strict|_||8C
adc a, h|z80n|_||8C
adc a, h|z80n_strict|_||8C
adc a, ixh|ez80|_||DD 8C
adc a, ixh|ez80_strict|_||DD 8C
adc a, ixh|ez80_z80|_||DD 8C
adc a, ixh|ez80_z80_strict|_||DD 8C
adc a, ixh|r800|_||DD 8C
adc a, ixh|r800_strict|_||DD 8C
adc a, ixh|z80|_||DD 8C
adc a, ixh|z80n|_||DD 8C
adc a, ixh|z80n_strict|_||DD 8C
adc a, ixl|ez80|_||DD 8D
adc a, ixl|ez80_strict|_||DD 8D
adc a, ixl|ez80_z80|_||DD 8D
adc a, ixl|ez80_z80_strict|_||DD 8D
adc a, ixl|r800|_||DD 8D
adc a, ixl|r800_strict|_||DD 8D
adc a, ixl|z80|_||DD 8D
adc a, ixl|z80n|_||DD 8D
adc a, ixl|z80n_strict|_||DD 8D
adc a, iyh|ez80|_||FD 8C
adc a, iyh|ez80_strict|_||FD 8C
adc a, iyh|ez80_z80|_||FD 8C
adc a, iyh|ez80_z80_strict|_||FD 8C
adc a, iyh|r800|_||FD 8C
adc a, iyh|r800_strict|_||FD 8C
adc a, iyh|z80|_||FD 8C
adc a, iyh|z80n|_||FD 8C
adc a, iyh|z80n_strict|_||FD 8C
adc a, iyl|ez80|_||FD 8D
adc a, iyl|ez80_strict|_||FD 8D
adc a, iyl|ez80_z80|_||FD 8D
adc a, iyl|ez80_z80_strict|_||FD 8D
adc a, iyl|r800|_||FD 8D
adc a, iyl|r800_strict|_||FD 8D
adc a, iyl|z80|_||FD 8D
adc a, iyl|z80n|_||FD 8D
adc a, iyl|z80n_strict|_||FD 8D
adc a, l|8080|_||8D
adc a, l|8085|_||8D
adc a, l|ez80|_||8D
adc a, l|ez80_strict|_||8D
adc a, l|ez80_z80|_||8D
adc a, l|ez80_z80_strict|_||8D
adc a, l|gbz80|_||8D
adc a, l|gbz80_strict|_||8D
adc a, l|kc160|_||8D
adc a, l|kc160_strict|_||8D
adc a, l|kc160_z80|_||8D
adc a, l|kc160_z80_strict|_||8D
adc a, l|r2ka|_||8D
adc a, l|r2ka_strict|_||8D
adc a, l|r3k|_||8D
adc a, l|r3k_strict|_||8D
adc a, l|r4k|_||7F;8D
adc a, l|r4k_strict|_||7F;8D
adc a, l|r5k|_||7F;8D
adc a, l|r5k_strict|_||7F;8D
adc a, l|r6k|_||7F;8D
adc a, l|r6k_strict|_||7F;8D
adc a, l|r800|_||8D
adc a, l|r800_strict|_||8D
adc a, l|z180|_||8D
adc a, l|z180_strict|_||8D
adc a, l|z80|_||8D
adc a, l|z80_strict|_||8D
adc a, l|z80n|_||8D
adc a, l|z80n_strict|_||8D
adc ahl, bc|kc160|_||52;ED 4A
adc ahl, bc|kc160_strict|_||52;ED 4A
adc ahl, de|kc160|_||52;ED 5A
adc ahl, de|kc160_strict|_||52;ED 5A
adc ahl, hl|kc160|_||52;ED 6A
adc ahl, hl|kc160_strict|_||52;ED 6A
adc ahl, sp|kc160|_||52;ED 7A
adc ahl, sp|kc160_strict|_||52;ED 7A
adc b|8080|_||88
adc b|8080_strict|_||88
adc b|8085|_||88
adc b|8085_strict|_||88
adc b|ez80|_||88
adc b|ez80_z80|_||88
adc b|gbz80|_||88
adc b|kc160|_||88
adc b|kc160_z80|_||88
adc b|r2ka|_||88
adc b|r3k|_||88
adc b|r4k|_||7F;88
adc b|r5k|_||7F;88
adc b|r6k|_||7F;88
adc b|r6k_strict|_||7F;88
adc b|r800|_||88
adc b|z180|_||88
adc b|z80|_||88
adc b|z80n|_||88
adc b'|r2ka|_||76;88
adc b'|r3k|_||76;88
adc b'|r4k|_||76;7F;88
adc b'|r5k|_||76;7F;88
adc b'|r6k|_||76;7F;88
adc c|8080|_||89
adc c|8080_strict|_||89
adc c|8085|_||89
adc c|8085_strict|_||89
adc c|ez80|_||89
adc c|ez80_z80|_||89
adc c|gbz80|_||89
adc c|kc160|_||89
adc c|kc160_z80|_||89
adc c|r2ka|_||89
adc c|r3k|_||89
adc c|r4k|_||7F;89
adc c|r5k|_||7F;89
adc c|r6k|_||7F;89
adc c|r6k_strict|_||7F;89
adc c|r800|_||89
adc c|z180|_||89
adc c|z80|_||89
adc c|z80n|_||89
adc c'|r2ka|_||76;89
adc c'|r3k|_||76;89
adc c'|r4k|_||76;7F;89
adc c'|r5k|_||76;7F;89
adc c'|r6k|_||76;7F;89
adc d|8080|_||8A
adc d|8080_strict|_||8A
adc d|8085|_||8A
adc d|8085_strict|_||8A
adc d|ez80|_||8A
adc d|ez80_z80|_||8A
adc d|gbz80|_||8A
adc d|kc160|_||8A
adc d|kc160_z80|_||8A
adc d|r2ka|_||8A
adc d|r3k|_||8A
adc d|r4k|_||7F;8A
adc d|r5k|_||7F;8A
adc d|r6k|_||7F;8A
adc d|r6k_strict|_||7F;8A
adc d|r800|_||8A
adc d|z180|_||8A
adc d|z80|_||8A
adc d|z80n|_||8A
adc d'|r2ka|_||76;8A
adc d'|r3k|_||76;8A
adc d'|r4k|_||76;7F;8A
adc d'|r5k|_||76;7F;8A
adc d'|r6k|_||76;7F;8A
adc e|8080|_||8B
adc e|8080_strict|_||8B
adc e|8085|_||8B
adc e|8085_strict|_||8B
adc e|ez80|_||8B
adc e|ez80_z80|_||8B
adc e|gbz80|_||8B
adc e|kc160|_||8B
adc e|kc160_z80|_||8B
adc e|r2ka|_||8B
adc e|r3k|_||8B
adc e|r4k|_||7F;8B
adc e|r5k|_||7F;8B
adc e|r6k|_||7F;8B
adc e|r6k_strict|_||7F;8B
adc e|r800|_||8B
adc e|z180|_||8B
adc e|z80|_||8B
adc e|z80n|_||8B
adc e'|r2ka|_||76;8B
adc e'|r3k|_||76;8B
adc e'|r4k|_||76;7F;8B
adc e'|r5k|_||76;7F;8B
adc e'|r6k|_||76;7F;8B
adc h|8080|_||8C
adc h|8080_strict|_||8C
adc h|8085|_||8C
adc h|8085_strict|_||8C
adc h|ez80|_||8C
adc h|ez80_z80|_||8C
adc h|gbz80|_||8C
adc h|kc160|_||8C
adc h|kc160_z80|_||8C
adc h|r2ka|_||8C
adc h|r3k|_||8C
adc h|r4k|_||7F;8C
adc h|r5k|_||7F;8C
adc h|r6k|_||7F;8C
adc h|r6k_strict|_||7F;8C
adc h|r800|_||8C
adc h|z180|_||8C
adc h|z80|_||8C
adc h|z80n|_||8C
adc h'|r2ka|_||76;8C
adc h'|r3k|_||76;8C
adc h'|r4k|_||76;7F;8C
adc h'|r5k|_||76;7F;8C
adc h'|r6k|_||76;7F;8C
adc hl', bc|r2ka|_||76;ED 4A
adc hl', bc|r2ka_strict|_||76;ED 4A
adc hl', bc|r3k|_||76;ED 4A
adc hl', bc|r3k_strict|_||76;ED 4A
adc hl', bc|r4k|_||76;ED 4A
adc hl', bc|r4k_strict|_||76;ED 4A
adc hl', bc|r5k|_||76;ED 4A
adc hl', bc|r5k_strict|_||76;ED 4A
adc hl', bc|r6k|_||76;ED 4A
adc hl', bc|r6k_strict|_||76;ED 4A
adc hl', bc'|r6k|_||64;ED 4A
adc hl', bc'|r6k_strict|_||64;ED 4A
adc hl', de|r2ka|_||76;ED 5A
adc hl', de|r2ka_strict|_||76;ED 5A
adc hl', de|r3k|_||76;ED 5A
adc hl', de|r3k_strict|_||76;ED 5A
adc hl', de|r4k|_||76;ED 5A
adc hl', de|r4k_strict|_||76;ED 5A
adc hl', de|r5k|_||76;ED 5A
adc hl', de|r5k_strict|_||76;ED 5A
adc hl', de|r6k|_||76;ED 5A
adc hl', de|r6k_strict|_||76;ED 5A
adc hl', de'|r6k|_||64;ED 5A
adc hl', de'|r6k_strict|_||64;ED 5A
adc hl', hl|r2ka|_||76;ED 6A
adc hl', hl|r2ka_strict|_||76;ED 6A
adc hl', hl|r3k|_||76;ED 6A
adc hl', hl|r3k_strict|_||76;ED 6A
adc hl', hl|r4k|_||76;ED 6A
adc hl', hl|r4k_strict|_||76;ED 6A
adc hl', hl|r5k|_||76;ED 6A
adc hl', hl|r5k_strict|_||76;ED 6A
adc hl', hl|r6k|_||76;ED 6A
adc hl', hl|r6k_strict|_||76;ED 6A
adc hl', hl'|r6k|_||64;ED 6A
adc hl', hl'|r6k_strict|_||64;ED 6A
adc hl', sp|r2ka|_||76;ED 7A
adc hl', sp|r2ka_strict|_||76;ED 7A
adc hl', sp|r3k|_||76;ED 7A
adc hl', sp|r3k_strict|_||76;ED 7A
adc hl', sp|r4k|_||76;ED 7A
adc hl', sp|r4k_strict|_||76;ED 7A
adc hl', sp|r5k|_||76;ED 7A
adc hl', sp|r5k_strict|_||76;ED 7A
adc hl', sp|r6k|_||76;ED 7A
adc hl', sp|r6k_strict|_||76;ED 7A
adc hl, (ix)|r6k|_||DD 81 00
adc hl, (ix)|r6k_strict|_||DD 81 00
adc hl, (ix+%d)|r6k|_||DD 81 %d
adc hl, (ix+%d)|r6k_strict|_||DD 81 %d
adc hl, (iy)|r6k|_||FD 81 00
adc hl, (iy)|r6k_strict|_||FD 81 00
adc hl, (iy+%d)|r6k|_||FD 81 %d
adc hl, (iy+%d)|r6k_strict|_||FD 81 %d
adc hl, (pw)|r6k|_||49;18 00
adc hl, (pw)|r6k_strict|_||49;18 00
adc hl, (pw+%d)|r6k|_||49;18 %d
adc hl, (pw+%d)|r6k_strict|_||49;18 %d
adc hl, (px)|r6k|_||49;19 00
adc hl, (px)|r6k_strict|_||49;19 00
adc hl, (px+%d)|r6k|_||49;19 %d
adc hl, (px+%d)|r6k_strict|_||49;19 %d
adc hl, (py)|r6k|_||49;1A 00
adc hl, (py)|r6k_strict|_||49;1A 00
adc hl, (py+%d)|r6k|_||49;1A %d
adc hl, (py+%d)|r6k_strict|_||49;1A %d
adc hl, (pz)|r6k|_||49;1B 00
adc hl, (pz)|r6k_strict|_||49;1B 00
adc hl, (pz+%d)|r6k|_||49;1B %d
adc hl, (pz+%d)|r6k_strict|_||49;1B %d
adc hl, (sp+%n)|r6k|_||49;9A %n
adc hl, (sp+%n)|r6k_strict|_||49;9A %n
adc hl, bc|8080|X||CD @__z80asm__adc_hl_bc 
adc hl, bc|8085|X||CD @__z80asm__adc_hl_bc 
adc hl, bc|ez80|_||ED 4A
adc hl, bc|ez80_strict|_||ED 4A
adc hl, bc|ez80_z80|_||ED 4A
adc hl, bc|ez80_z80_strict|_||ED 4A
adc hl, bc|gbz80|X||CD @__z80asm__adc_hl_bc 
adc hl, bc|kc160|_||ED 4A
adc hl, bc|kc160_strict|_||ED 4A
adc hl, bc|kc160_z80|_||ED 4A
adc hl, bc|kc160_z80_strict|_||ED 4A
adc hl, bc|r2ka|_||ED 4A
adc hl, bc|r2ka_strict|_||ED 4A
adc hl, bc|r3k|_||ED 4A
adc hl, bc|r3k_strict|_||ED 4A
adc hl, bc|r4k|_||ED 4A
adc hl, bc|r4k_strict|_||ED 4A
adc hl, bc|r5k|_||ED 4A
adc hl, bc|r5k_strict|_||ED 4A
adc hl, bc|r6k|_||ED 4A
adc hl, bc|r6k_strict|_||ED 4A
adc hl, bc|r800|_||ED 4A
adc hl, bc|r800_strict|_||ED 4A
adc hl, bc|z180|_||ED 4A
adc hl, bc|z180_strict|_||ED 4A
adc hl, bc|z80|_||ED 4A
adc hl, bc|z80_strict|_||ED 4A
adc hl, bc|z80n|_||ED 4A
adc hl, bc|z80n_strict|_||ED 4A
adc hl, de|8080|X||CD @__z80asm__adc_hl_de 
adc hl, de|8085|X||CD @__z80asm__adc_hl_de 
adc hl, de|ez80|_||ED 5A
adc hl, de|ez80_strict|_||ED 5A
adc hl, de|ez80_z80|_||ED 5A
adc hl, de|ez80_z80_strict|_||ED 5A
adc hl, de|gbz80|X||CD @__z80asm__adc_hl_de 
adc hl, de|kc160|_||ED 5A
adc hl, de|kc160_strict|_||ED 5A
adc hl, de|kc160_z80|_||ED 5A
adc hl, de|kc160_z80_strict|_||ED 5A
adc hl, de|r2ka|_||ED 5A
adc hl, de|r2ka_strict|_||ED 5A
adc hl, de|r3k|_||ED 5A
adc hl, de|r3k_strict|_||ED 5A
adc hl, de|r4k|_||ED 5A
adc hl, de|r4k_strict|_||ED 5A
adc hl, de|r5k|_||ED 5A
adc hl, de|r5k_strict|_||ED 5A
adc hl, de|r6k|_||ED 5A
adc hl, de|r6k_strict|_||ED 5A
adc hl, de|r800|_||ED 5A
adc hl, de|r800_strict|_||ED 5A
adc hl, de|z180|_||ED 5A
adc hl, de|z180_strict|_||ED 5A
adc hl, de|z80|_||ED 5A
adc hl, de|z80_strict|_||ED 5A
adc hl, de|z80n|_||ED 5A
adc hl, de|z80n_strict|_||ED 5A
adc hl, hl|8080|X||CD @__z80asm__adc_hl_hl 
adc hl, hl|8085|X||CD @__z80asm__adc_hl_hl 
adc hl, hl|ez80|_||ED 6A
adc hl, hl|ez80_strict|_||ED 6A
adc hl, hl|ez80_z80|_||ED 6A
adc hl, hl|ez80_z80_strict|_||ED 6A
adc hl, hl|gbz80|X||CD @__z80asm__adc_hl_hl 
adc hl, hl|kc160|_||ED 6A
adc hl, hl|kc160_strict|_||ED 6A
adc hl, hl|kc160_z80|_||ED 6A
adc hl, hl|kc160_z80_strict|_||ED 6A
adc hl, hl|r2ka|_||ED 6A
adc hl, hl|r2ka_strict|_||ED 6A
adc hl, hl|r3k|_||ED 6A
adc hl, hl|r3k_strict|_||ED 6A
adc hl, hl|r4k|_||ED 6A
adc hl, hl|r4k_strict|_||ED 6A
adc hl, hl|r5k|_||ED 6A
adc hl, hl|r5k_strict|_||ED 6A
adc hl, hl|r6k|_||ED 6A
adc hl, hl|r6k_strict|_||ED 6A
adc hl, hl|r800|_||ED 6A
adc hl, hl|r800_strict|_||ED 6A
adc hl, hl|z180|_||ED 6A
adc hl, hl|z180_strict|_||ED 6A
adc hl, hl|z80|_||ED 6A
adc hl, hl|z80_strict|_||ED 6A
adc hl, hl|z80n|_||ED 6A
adc hl, hl|z80n_strict|_||ED 6A
adc hl, sp|8080|X||CD @__z80asm__adc_hl_sp 
adc hl, sp|8085|X||CD @__z80asm__adc_hl_sp 
adc hl, sp|ez80|_||ED 7A
adc hl, sp|ez80_strict|_||ED 7A
adc hl, sp|ez80_z80|_||ED 7A
adc hl, sp|ez80_z80_strict|_||ED 7A
adc hl, sp|gbz80|X||CD @__z80asm__adc_hl_sp 
adc hl, sp|kc160|_||ED 7A
adc hl, sp|kc160_strict|_||ED 7A
adc hl, sp|kc160_z80|_||ED 7A
adc hl, sp|kc160_z80_strict|_||ED 7A
adc hl, sp|r2ka|_||ED 7A
adc hl, sp|r2ka_strict|_||ED 7A
adc hl, sp|r3k|_||ED 7A
adc hl, sp|r3k_strict|_||ED 7A
adc hl, sp|r4k|_||ED 7A
adc hl, sp|r4k_strict|_||ED 7A
adc hl, sp|r5k|_||ED 7A
adc hl, sp|r5k_strict|_||ED 7A
adc hl, sp|r6k|_||ED 7A
adc hl, sp|r6k_strict|_||ED 7A
adc hl, sp|r800|_||ED 7A
adc hl, sp|r800_strict|_||ED 7A
adc hl, sp|z180|_||ED 7A
adc hl, sp|z180_strict|_||ED 7A
adc hl, sp|z80|_||ED 7A
adc hl, sp|z80_strict|_||ED 7A
adc hl, sp|z80n|_||ED 7A
adc hl, sp|z80n_strict|_||ED 7A
adc ixh|ez80|_||DD 8C
adc ixh|ez80_z80|_||DD 8C
adc ixh|r800|_||DD 8C
adc ixh|z80|_||DD 8C
adc ixh|z80n|_||DD 8C
adc ixl|ez80|_||DD 8D
adc ixl|ez80_z80|_||DD 8D
adc ixl|r800|_||DD 8D
adc ixl|z80|_||DD 8D
adc ixl|z80n|_||DD 8D
adc iyh|ez80|_||FD 8C
adc iyh|ez80_z80|_||FD 8C
adc iyh|r800|_||FD 8C
adc iyh|z80|_||FD 8C
adc iyh|z80n|_||FD 8C
adc iyl|ez80|_||FD 8D
adc iyl|ez80_z80|_||FD 8D
adc iyl|r800|_||FD 8D
adc iyl|z80|_||FD 8D
adc iyl|z80n|_||FD 8D
adc jkhl', bcde'|r6k|_||64;ED CE
adc jkhl', bcde'|r6k_strict|_||64;ED CE
adc jkhl', pw'|r6k|_||64;49;10
adc jkhl', pw'|r6k_strict|_||64;49;10
adc jkhl', px'|r6k|_||64;49;11
adc jkhl', px'|r6k_strict|_||64;49;11
adc jkhl', py'|r6k|_||64;49;12
adc jkhl', py'|r6k_strict|_||64;49;12
adc jkhl', pz'|r6k|_||64;49;13
adc jkhl', pz'|r6k_strict|_||64;49;13
adc jkhl, (ix)|r6k|_||DD 83 00
adc jkhl, (ix)|r6k_strict|_||DD 83 00
adc jkhl, (ix+%d)|r6k|_||DD 83 %d
adc jkhl, (ix+%d)|r6k_strict|_||DD 83 %d
adc jkhl, (iy)|r6k|_||FD 83 00
adc jkhl, (iy)|r6k_strict|_||FD 83 00
adc jkhl, (iy+%d)|r6k|_||FD 83 %d
adc jkhl, (iy+%d)|r6k_strict|_||FD 83 %d
adc jkhl, (pw)|r6k|_||49;1C 00
adc jkhl, (pw)|r6k_strict|_||49;1C 00
adc jkhl, (pw+%d)|r6k|_||49;1C %d
adc jkhl, (pw+%d)|r6k_strict|_||49;1C %d
adc jkhl, (px)|r6k|_||49;1D 00
adc jkhl, (px)|r6k_strict|_||49;1D 00
adc jkhl, (px+%d)|r6k|_||49;1D %d
adc jkhl, (px+%d)|r6k_strict|_||49;1D %d
adc jkhl, (py)|r6k|_||49;1E 00
adc jkhl, (py)|r6k_strict|_||49;1E 00
adc jkhl, (py+%d)|r6k|_||49;1E %d
adc jkhl, (py+%d)|r6k_strict|_||49;1E %d
adc jkhl, (pz)|r6k|_||49;1F 00
adc jkhl, (pz)|r6k_strict|_||49;1F 00
adc jkhl, (pz+%d)|r6k|_||49;1F %d
adc jkhl, (pz+%d)|r6k_strict|_||49;1F %d
adc jkhl, (sp+%n)|r6k|_||49;9B %n
adc jkhl, (sp+%n)|r6k_strict|_||49;9B %n
adc jkhl, bcde|r6k|_||ED CE
adc jkhl, bcde|r6k_strict|_||ED CE
adc jkhl, pw|r6k|_||49;10
adc jkhl, pw|r6k_strict|_||49;10
adc jkhl, px|r6k|_||49;11
adc jkhl, px|r6k_strict|_||49;11
adc jkhl, py|r6k|_||49;12
adc jkhl, py|r6k_strict|_||49;12
adc jkhl, pz|r6k|_||49;13
adc jkhl, pz|r6k_strict|_||49;13
adc l|8080|_||8D
adc l|8080_strict|_||8D
adc l|8085|_||8D
adc l|8085_strict|_||8D
adc l|ez80|_||8D
adc l|ez80_z80|_||8D
adc l|gbz80|_||8D
adc l|kc160|_||8D
adc l|kc160_z80|_||8D
adc l|r2ka|_||8D
adc l|r3k|_||8D
adc l|r4k|_||7F;8D
adc l|r5k|_||7F;8D
adc l|r6k|_||7F;8D
adc l|r6k_strict|_||7F;8D
adc l|r800|_||8D
adc l|z180|_||8D
adc l|z80|_||8D
adc l|z80n|_||8D
adc l'|r2ka|_||76;8D
adc l'|r3k|_||76;8D
adc l'|r4k|_||76;7F;8D
adc l'|r5k|_||76;7F;8D
adc l'|r6k|_||76;7F;8D
adc m|8080|_||8E
adc m|8080_strict|_||8E
adc m|8085|_||8E
adc m|8085_strict|_||8E
adc m|ez80|_||8E
adc m|ez80_z80|_||8E
adc m|gbz80|_||8E
adc m|kc160|_||8E
adc m|kc160_z80|_||8E
adc m|r2ka|_||8E
adc m|r3k|_||8E
adc m|r4k|_||7F;8E
adc m|r5k|_||7F;8E
adc m|r6k|_||7F;8E
adc m|r800|_||8E
adc m|z180|_||8E
adc m|z80|_||8E
adc m|z80n|_||8E
adc xhl, bc|kc160|_||40;ED 4A
adc xhl, bc|kc160_strict|_||40;ED 4A
adc xhl, de|kc160|_||40;ED 5A
adc xhl, de|kc160_strict|_||40;ED 5A
adc xhl, hl|kc160|_||40;ED 6A
adc xhl, hl|kc160_strict|_||40;ED 6A
adc xhl, sp|kc160|_||40;ED 7A
adc xhl, sp|kc160_strict|_||40;ED 7A
adc yhl, bc|kc160|_||49;ED 4A
adc yhl, bc|kc160_strict|_||49;ED 4A
adc yhl, de|kc160|_||49;ED 5A
adc yhl, de|kc160_strict|_||49;ED 5A
adc yhl, hl|kc160|_||49;ED 6A
adc yhl, hl|kc160_strict|_||49;ED 6A
adc yhl, sp|kc160|_||49;ED 7A
adc yhl, sp|kc160_strict|_||49;ED 7A
adc zhl, bc|kc160|_||7F;ED 4A
adc zhl, bc|kc160_strict|_||7F;ED 4A
adc zhl, de|kc160|_||7F;ED 5A
adc zhl, de|kc160_strict|_||7F;ED 5A
adc zhl, hl|kc160|_||7F;ED 6A
adc zhl, hl|kc160_strict|_||7F;ED 6A
adc zhl, sp|kc160|_||7F;ED 7A
adc zhl, sp|kc160_strict|_||7F;ED 7A
adc.l (hl)|ez80_z80|_||49;8E
adc.l (hl+)|ez80_z80|X||49;8E;49;23
adc.l (hl-)|ez80_z80|X||49;8E;49;2B
adc.l (ix)|ez80_z80|_||49;DD 8E 00
adc.l (ix+%d)|ez80_z80|_||49;DD 8E %d
adc.l (iy)|ez80_z80|_||49;FD 8E 00
adc.l (iy+%d)|ez80_z80|_||49;FD 8E %d
adc.l a, (hl)|ez80_z80|_||49;8E
adc.l a, (hl)|ez80_z80_strict|_||49;8E
adc.l a, (hl+)|ez80_z80|X||49;8E;49;23
adc.l a, (hl-)|ez80_z80|X||49;8E;49;2B
adc.l a, (ix)|ez80_z80|_||49;DD 8E 00
adc.l a, (ix)|ez80_z80_strict|_||49;DD 8E 00
adc.l a, (ix+%d)|ez80_z80|_||49;DD 8E %d
adc.l a, (ix+%d)|ez80_z80_strict|_||49;DD 8E %d
adc.l a, (iy)|ez80_z80|_||49;FD 8E 00
adc.l a, (iy)|ez80_z80_strict|_||49;FD 8E 00
adc.l a, (iy+%d)|ez80_z80|_||49;FD 8E %d
adc.l a, (iy+%d)|ez80_z80_strict|_||49;FD 8E %d
adc.l hl, bc|ez80_z80|_||49;ED 4A
adc.l hl, bc|ez80_z80_strict|_||49;ED 4A
adc.l hl, de|ez80_z80|_||49;ED 5A
adc.l hl, de|ez80_z80_strict|_||49;ED 5A
adc.l hl, hl|ez80_z80|_||49;ED 6A
adc.l hl, hl|ez80_z80_strict|_||49;ED 6A
