asm|cpu|synth
altd cp (hl-)|r4k|altd cp (hl);dec hl
altd cp (hl-)|r5k|altd cp (hl);dec hl
altd cp (hl-)|r6k|altd cp (hl);dec hl
altd cp a, (hl+)|r2ka|altd cp (hl);inc hl
altd cp a, (hl+)|r3k|altd cp (hl);inc hl
altd cp a, (hl+)|r4k|altd cp (hl);inc hl
altd cp a, (hl+)|r5k|altd cp (hl);inc hl
altd cp a, (hl+)|r6k|altd cp (hl);inc hl
altd cp a, (hl-)|r2ka|altd cp (hl);dec hl
altd cp a, (hl-)|r3k|altd cp (hl);dec hl
altd cp a, (hl-)|r4k|altd cp (hl);dec hl
altd cp a, (hl-)|r5k|altd cp (hl);dec hl
altd cp a, (hl-)|r6k|altd cp (hl);dec hl
altd ioe adc (hl+)|r2ka|altd ioe adc a, (hl);inc hl
altd ioe adc (hl+)|r3k|altd ioe adc a, (hl);inc hl
altd ioe adc (hl+)|r4k|altd ioe adc a, (hl);inc hl
altd ioe adc (hl+)|r5k|altd ioe adc a, (hl);inc hl
altd ioe adc (hl+)|r6k|altd ioe adc a, (hl);inc hl
altd ioe adc (hl-)|r2ka|altd ioe adc a, (hl);dec hl
altd ioe adc (hl-)|r3k|altd ioe adc a, (hl);dec hl
altd ioe adc (hl-)|r4k|altd ioe adc a, (hl);dec hl
altd ioe adc (hl-)|r5k|altd ioe adc a, (hl);dec hl
altd ioe adc (hl-)|r6k|altd ioe adc a, (hl);dec hl
altd ioe adc a, (hl+)|r2ka|altd ioe adc a, (hl);inc hl
altd ioe adc a, (hl+)|r3k|altd ioe adc a, (hl);inc hl
altd ioe adc a, (hl+)|r4k|altd ioe adc a, (hl);inc hl
altd ioe adc a, (hl+)|r5k|altd ioe adc a, (hl);inc hl
altd ioe adc a, (hl+)|r6k|altd ioe adc a, (hl);inc hl
altd ioe adc a, (hl-)|r2ka|altd ioe adc a, (hl);dec hl
altd ioe adc a, (hl-)|r3k|altd ioe adc a, (hl);dec hl
altd ioe adc a, (hl-)|r4k|altd ioe adc a, (hl);dec hl
altd ioe adc a, (hl-)|r5k|altd ioe adc a, (hl);dec hl
altd ioe adc a, (hl-)|r6k|altd ioe adc a, (hl);dec hl
altd ioe add (hl+)|r2ka|altd ioe add a, (hl);inc hl
altd ioe add (hl+)|r3k|altd ioe add a, (hl);inc hl
altd ioe add (hl+)|r4k|altd ioe add a, (hl);inc hl
altd ioe add (hl+)|r5k|altd ioe add a, (hl);inc hl
altd ioe add (hl+)|r6k|altd ioe add a, (hl);inc hl
altd ioe add (hl-)|r2ka|altd ioe add a, (hl);dec hl
altd ioe add (hl-)|r3k|altd ioe add a, (hl);dec hl
altd ioe add (hl-)|r4k|altd ioe add a, (hl);dec hl
altd ioe add (hl-)|r5k|altd ioe add a, (hl);dec hl
altd ioe add (hl-)|r6k|altd ioe add a, (hl);dec hl
altd ioe add a, (hl+)|r2ka|altd ioe add a, (hl);inc hl
altd ioe add a, (hl+)|r3k|altd ioe add a, (hl);inc hl
altd ioe add a, (hl+)|r4k|altd ioe add a, (hl);inc hl
altd ioe add a, (hl+)|r5k|altd ioe add a, (hl);inc hl
altd ioe add a, (hl+)|r6k|altd ioe add a, (hl);inc hl
altd ioe add a, (hl-)|r2ka|altd ioe add a, (hl);dec hl
altd ioe add a, (hl-)|r3k|altd ioe add a, (hl);dec hl
altd ioe add a, (hl-)|r4k|altd ioe add a, (hl);dec hl
altd ioe add a, (hl-)|r5k|altd ioe add a, (hl);dec hl
altd ioe add a, (hl-)|r6k|altd ioe add a, (hl);dec hl
altd ioe and (hl+)|r2ka|altd ioe and (hl);inc hl
altd ioe and (hl+)|r3k|altd ioe and (hl);inc hl
altd ioe and (hl+)|r4k|altd ioe and (hl);inc hl
altd ioe and (hl+)|r5k|altd ioe and (hl);inc hl
altd ioe and (hl+)|r6k|altd ioe and (hl);inc hl
altd ioe and (hl-)|r2ka|altd ioe and (hl);dec hl
altd ioe and (hl-)|r3k|altd ioe and (hl);dec hl
altd ioe and (hl-)|r4k|altd ioe and (hl);dec hl
altd ioe and (hl-)|r5k|altd ioe and (hl);dec hl
altd ioe and (hl-)|r6k|altd ioe and (hl);dec hl
altd ioe and a, (hl+)|r2ka|altd ioe and (hl);inc hl
altd ioe and a, (hl+)|r3k|altd ioe and (hl);inc hl
altd ioe and a, (hl+)|r4k|altd ioe and (hl);inc hl
altd ioe and a, (hl+)|r5k|altd ioe and (hl);inc hl
altd ioe and a, (hl+)|r6k|altd ioe and (hl);inc hl
altd ioe and a, (hl-)|r2ka|altd ioe and (hl);dec hl
altd ioe and a, (hl-)|r3k|altd ioe and (hl);dec hl
altd ioe and a, (hl-)|r4k|altd ioe and (hl);dec hl
altd ioe and a, (hl-)|r5k|altd ioe and (hl);dec hl
altd ioe and a, (hl-)|r6k|altd ioe and (hl);dec hl
altd ioe cmp (hl+)|r2ka|altd ioe cp (hl);inc hl
altd ioe cmp (hl+)|r3k|altd ioe cp (hl);inc hl
altd ioe cmp (hl+)|r4k|altd ioe cp (hl);inc hl
altd ioe cmp (hl+)|r5k|altd ioe cp (hl);inc hl
altd ioe cmp (hl+)|r6k|altd ioe cp (hl);inc hl
altd ioe cmp (hl-)|r2ka|altd ioe cp (hl);dec hl
altd ioe cmp (hl-)|r3k|altd ioe cp (hl);dec hl
altd ioe cmp (hl-)|r4k|altd ioe cp (hl);dec hl
altd ioe cmp (hl-)|r5k|altd ioe cp (hl);dec hl
altd ioe cmp (hl-)|r6k|altd ioe cp (hl);dec hl
altd ioe cmp a, (hl+)|r2ka|altd ioe cp (hl);inc hl
altd ioe cmp a, (hl+)|r3k|altd ioe cp (hl);inc hl
altd ioe cmp a, (hl+)|r4k|altd ioe cp (hl);inc hl
altd ioe cmp a, (hl+)|r5k|altd ioe cp (hl);inc hl
altd ioe cmp a, (hl+)|r6k|altd ioe cp (hl);inc hl
altd ioe cmp a, (hl-)|r2ka|altd ioe cp (hl);dec hl
altd ioe cmp a, (hl-)|r3k|altd ioe cp (hl);dec hl
altd ioe cmp a, (hl-)|r4k|altd ioe cp (hl);dec hl
altd ioe cmp a, (hl-)|r5k|altd ioe cp (hl);dec hl
altd ioe cmp a, (hl-)|r6k|altd ioe cp (hl);dec hl
altd ioe cp (hl+)|r2ka|altd ioe cp (hl);inc hl
altd ioe cp (hl+)|r3k|altd ioe cp (hl);inc hl
altd ioe cp (hl+)|r4k|altd ioe cp (hl);inc hl
altd ioe cp (hl+)|r5k|altd ioe cp (hl);inc hl
altd ioe cp (hl+)|r6k|altd ioe cp (hl);inc hl
altd ioe cp (hl-)|r2ka|altd ioe cp (hl);dec hl
altd ioe cp (hl-)|r3k|altd ioe cp (hl);dec hl
altd ioe cp (hl-)|r4k|altd ioe cp (hl);dec hl
altd ioe cp (hl-)|r5k|altd ioe cp (hl);dec hl
altd ioe cp (hl-)|r6k|altd ioe cp (hl);dec hl
altd ioe cp a, (hl+)|r2ka|altd ioe cp (hl);inc hl
altd ioe cp a, (hl+)|r3k|altd ioe cp (hl);inc hl
altd ioe cp a, (hl+)|r4k|altd ioe cp (hl);inc hl
altd ioe cp a, (hl+)|r5k|altd ioe cp (hl);inc hl
altd ioe cp a, (hl+)|r6k|altd ioe cp (hl);inc hl
altd ioe cp a, (hl-)|r2ka|altd ioe cp (hl);dec hl
altd ioe cp a, (hl-)|r3k|altd ioe cp (hl);dec hl
altd ioe cp a, (hl-)|r4k|altd ioe cp (hl);dec hl
altd ioe cp a, (hl-)|r5k|altd ioe cp (hl);dec hl
altd ioe cp a, (hl-)|r6k|altd ioe cp (hl);dec hl
altd ioe ld a, (bc+)|r2ka|altd ioe ld a, (bc);inc bc
altd ioe ld a, (bc+)|r3k|altd ioe ld a, (bc);inc bc
altd ioe ld a, (bc+)|r4k|altd ioe ld a, (bc);inc bc
altd ioe ld a, (bc+)|r5k|altd ioe ld a, (bc);inc bc
altd ioe ld a, (bc+)|r6k|altd ioe ld a, (bc);inc bc
altd ioe ld a, (bc-)|r2ka|altd ioe ld a, (bc);dec bc
altd ioe ld a, (bc-)|r3k|altd ioe ld a, (bc);dec bc
altd ioe ld a, (bc-)|r4k|altd ioe ld a, (bc);dec bc
altd ioe ld a, (bc-)|r5k|altd ioe ld a, (bc);dec bc
altd ioe ld a, (bc-)|r6k|altd ioe ld a, (bc);dec bc
altd ioe ld a, (de+)|r2ka|altd ioe ld a, (de);inc de
altd ioe ld a, (de+)|r3k|altd ioe ld a, (de);inc de
altd ioe ld a, (de+)|r4k|altd ioe ld a, (de);inc de
altd ioe ld a, (de+)|r5k|altd ioe ld a, (de);inc de
altd ioe ld a, (de+)|r6k|altd ioe ld a, (de);inc de
altd ioe ld a, (de-)|r2ka|altd ioe ld a, (de);dec de
altd ioe ld a, (de-)|r3k|altd ioe ld a, (de);dec de
altd ioe ld a, (de-)|r4k|altd ioe ld a, (de);dec de
altd ioe ld a, (de-)|r5k|altd ioe ld a, (de);dec de
altd ioe ld a, (de-)|r6k|altd ioe ld a, (de);dec de
altd ioe ld a, (hl+)|r2ka|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hl+)|r3k|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hl+)|r4k|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hl+)|r5k|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hl+)|r6k|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hl-)|r2ka|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hl-)|r3k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hl-)|r4k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hl-)|r5k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hl-)|r6k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hld)|r2ka|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hld)|r3k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hld)|r4k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hld)|r5k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hld)|r6k|altd ioe ld a, (hl);dec hl
altd ioe ld a, (hli)|r2ka|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hli)|r3k|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hli)|r4k|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hli)|r5k|altd ioe ld a, (hl);inc hl
altd ioe ld a, (hli)|r6k|altd ioe ld a, (hl);inc hl
altd ioe ld b, (hl+)|r2ka|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hl+)|r3k|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hl+)|r4k|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hl+)|r5k|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hl+)|r6k|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hl-)|r2ka|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hl-)|r3k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hl-)|r4k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hl-)|r5k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hl-)|r6k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hld)|r2ka|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hld)|r3k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hld)|r4k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hld)|r5k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hld)|r6k|altd ioe ld b, (hl);dec hl
altd ioe ld b, (hli)|r2ka|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hli)|r3k|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hli)|r4k|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hli)|r5k|altd ioe ld b, (hl);inc hl
altd ioe ld b, (hli)|r6k|altd ioe ld b, (hl);inc hl
altd ioe ld c, (hl+)|r2ka|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hl+)|r3k|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hl+)|r4k|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hl+)|r5k|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hl+)|r6k|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hl-)|r2ka|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hl-)|r3k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hl-)|r4k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hl-)|r5k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hl-)|r6k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hld)|r2ka|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hld)|r3k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hld)|r4k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hld)|r5k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hld)|r6k|altd ioe ld c, (hl);dec hl
altd ioe ld c, (hli)|r2ka|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hli)|r3k|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hli)|r4k|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hli)|r5k|altd ioe ld c, (hl);inc hl
altd ioe ld c, (hli)|r6k|altd ioe ld c, (hl);inc hl
altd ioe ld d, (hl+)|r2ka|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hl+)|r3k|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hl+)|r4k|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hl+)|r5k|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hl+)|r6k|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hl-)|r2ka|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hl-)|r3k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hl-)|r4k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hl-)|r5k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hl-)|r6k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hld)|r2ka|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hld)|r3k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hld)|r4k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hld)|r5k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hld)|r6k|altd ioe ld d, (hl);dec hl
altd ioe ld d, (hli)|r2ka|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hli)|r3k|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hli)|r4k|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hli)|r5k|altd ioe ld d, (hl);inc hl
altd ioe ld d, (hli)|r6k|altd ioe ld d, (hl);inc hl
altd ioe ld e, (hl+)|r2ka|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hl+)|r3k|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hl+)|r4k|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hl+)|r5k|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hl+)|r6k|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hl-)|r2ka|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hl-)|r3k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hl-)|r4k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hl-)|r5k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hl-)|r6k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hld)|r2ka|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hld)|r3k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hld)|r4k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hld)|r5k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hld)|r6k|altd ioe ld e, (hl);dec hl
altd ioe ld e, (hli)|r2ka|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hli)|r3k|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hli)|r4k|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hli)|r5k|altd ioe ld e, (hl);inc hl
altd ioe ld e, (hli)|r6k|altd ioe ld e, (hl);inc hl
altd ioe ld h, (hl+)|r2ka|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hl+)|r3k|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hl+)|r4k|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hl+)|r5k|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hl+)|r6k|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hl-)|r2ka|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hl-)|r3k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hl-)|r4k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hl-)|r5k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hl-)|r6k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hld)|r2ka|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hld)|r3k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hld)|r4k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hld)|r5k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hld)|r6k|altd ioe ld h, (hl);dec hl
altd ioe ld h, (hli)|r2ka|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hli)|r3k|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hli)|r4k|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hli)|r5k|altd ioe ld h, (hl);inc hl
altd ioe ld h, (hli)|r6k|altd ioe ld h, (hl);inc hl
altd ioe ld l, (hl+)|r2ka|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hl+)|r3k|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hl+)|r4k|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hl+)|r5k|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hl+)|r6k|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hl-)|r2ka|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hl-)|r3k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hl-)|r4k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hl-)|r5k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hl-)|r6k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hld)|r2ka|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hld)|r3k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hld)|r4k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hld)|r5k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hld)|r6k|altd ioe ld l, (hl);dec hl
altd ioe ld l, (hli)|r2ka|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hli)|r3k|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hli)|r4k|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hli)|r5k|altd ioe ld l, (hl);inc hl
altd ioe ld l, (hli)|r6k|altd ioe ld l, (hl);inc hl
altd ioe ldd a, (bc)|r2ka|altd ioe ld a, (bc);dec bc
altd ioe ldd a, (bc)|r3k|altd ioe ld a, (bc);dec bc
altd ioe ldd a, (bc)|r4k|altd ioe ld a, (bc);dec bc
altd ioe ldd a, (bc)|r5k|altd ioe ld a, (bc);dec bc
altd ioe ldd a, (bc)|r6k|altd ioe ld a, (bc);dec bc
altd ioe ldd a, (de)|r2ka|altd ioe ld a, (de);dec de
altd ioe ldd a, (de)|r3k|altd ioe ld a, (de);dec de
altd ioe ldd a, (de)|r4k|altd ioe ld a, (de);dec de
altd ioe ldd a, (de)|r5k|altd ioe ld a, (de);dec de
altd ioe ldd a, (de)|r6k|altd ioe ld a, (de);dec de
altd ioe ldd a, (hl)|r2ka|altd ioe ld a, (hl);dec hl
altd ioe ldd a, (hl)|r3k|altd ioe ld a, (hl);dec hl
altd ioe ldd a, (hl)|r4k|altd ioe ld a, (hl);dec hl
altd ioe ldd a, (hl)|r5k|altd ioe ld a, (hl);dec hl
altd ioe ldd a, (hl)|r6k|altd ioe ld a, (hl);dec hl
altd ioe ldd b, (hl)|r2ka|altd ioe ld b, (hl);dec hl
altd ioe ldd b, (hl)|r3k|altd ioe ld b, (hl);dec hl
altd ioe ldd b, (hl)|r4k|altd ioe ld b, (hl);dec hl
altd ioe ldd b, (hl)|r5k|altd ioe ld b, (hl);dec hl
altd ioe ldd b, (hl)|r6k|altd ioe ld b, (hl);dec hl
altd ioe ldd c, (hl)|r2ka|altd ioe ld c, (hl);dec hl
altd ioe ldd c, (hl)|r3k|altd ioe ld c, (hl);dec hl
altd ioe ldd c, (hl)|r4k|altd ioe ld c, (hl);dec hl
altd ioe ldd c, (hl)|r5k|altd ioe ld c, (hl);dec hl
altd ioe ldd c, (hl)|r6k|altd ioe ld c, (hl);dec hl
altd ioe ldd d, (hl)|r2ka|altd ioe ld d, (hl);dec hl
altd ioe ldd d, (hl)|r3k|altd ioe ld d, (hl);dec hl
altd ioe ldd d, (hl)|r4k|altd ioe ld d, (hl);dec hl
altd ioe ldd d, (hl)|r5k|altd ioe ld d, (hl);dec hl
altd ioe ldd d, (hl)|r6k|altd ioe ld d, (hl);dec hl
altd ioe ldd e, (hl)|r2ka|altd ioe ld e, (hl);dec hl
altd ioe ldd e, (hl)|r3k|altd ioe ld e, (hl);dec hl
altd ioe ldd e, (hl)|r4k|altd ioe ld e, (hl);dec hl
altd ioe ldd e, (hl)|r5k|altd ioe ld e, (hl);dec hl
altd ioe ldd e, (hl)|r6k|altd ioe ld e, (hl);dec hl
altd ioe ldd h, (hl)|r2ka|altd ioe ld h, (hl);dec hl
altd ioe ldd h, (hl)|r3k|altd ioe ld h, (hl);dec hl
altd ioe ldd h, (hl)|r4k|altd ioe ld h, (hl);dec hl
altd ioe ldd h, (hl)|r5k|altd ioe ld h, (hl);dec hl
altd ioe ldd h, (hl)|r6k|altd ioe ld h, (hl);dec hl
altd ioe ldd l, (hl)|r2ka|altd ioe ld l, (hl);dec hl
altd ioe ldd l, (hl)|r3k|altd ioe ld l, (hl);dec hl
altd ioe ldd l, (hl)|r4k|altd ioe ld l, (hl);dec hl
altd ioe ldd l, (hl)|r5k|altd ioe ld l, (hl);dec hl
altd ioe ldd l, (hl)|r6k|altd ioe ld l, (hl);dec hl
altd ioe ldi a, (bc)|r2ka|altd ioe ld a, (bc);inc bc
altd ioe ldi a, (bc)|r3k|altd ioe ld a, (bc);inc bc
altd ioe ldi a, (bc)|r4k|altd ioe ld a, (bc);inc bc
altd ioe ldi a, (bc)|r5k|altd ioe ld a, (bc);inc bc
altd ioe ldi a, (bc)|r6k|altd ioe ld a, (bc);inc bc
altd ioe ldi a, (de)|r2ka|altd ioe ld a, (de);inc de
altd ioe ldi a, (de)|r3k|altd ioe ld a, (de);inc de
altd ioe ldi a, (de)|r4k|altd ioe ld a, (de);inc de
altd ioe ldi a, (de)|r5k|altd ioe ld a, (de);inc de
altd ioe ldi a, (de)|r6k|altd ioe ld a, (de);inc de
altd ioe ldi a, (hl)|r2ka|altd ioe ld a, (hl);inc hl
altd ioe ldi a, (hl)|r3k|altd ioe ld a, (hl);inc hl
altd ioe ldi a, (hl)|r4k|altd ioe ld a, (hl);inc hl
altd ioe ldi a, (hl)|r5k|altd ioe ld a, (hl);inc hl
altd ioe ldi a, (hl)|r6k|altd ioe ld a, (hl);inc hl
altd ioe ldi b, (hl)|r2ka|altd ioe ld b, (hl);inc hl
altd ioe ldi b, (hl)|r3k|altd ioe ld b, (hl);inc hl
altd ioe ldi b, (hl)|r4k|altd ioe ld b, (hl);inc hl
altd ioe ldi b, (hl)|r5k|altd ioe ld b, (hl);inc hl
altd ioe ldi b, (hl)|r6k|altd ioe ld b, (hl);inc hl
altd ioe ldi c, (hl)|r2ka|altd ioe ld c, (hl);inc hl
altd ioe ldi c, (hl)|r3k|altd ioe ld c, (hl);inc hl
altd ioe ldi c, (hl)|r4k|altd ioe ld c, (hl);inc hl
altd ioe ldi c, (hl)|r5k|altd ioe ld c, (hl);inc hl
altd ioe ldi c, (hl)|r6k|altd ioe ld c, (hl);inc hl
altd ioe ldi d, (hl)|r2ka|altd ioe ld d, (hl);inc hl
altd ioe ldi d, (hl)|r3k|altd ioe ld d, (hl);inc hl
altd ioe ldi d, (hl)|r4k|altd ioe ld d, (hl);inc hl
altd ioe ldi d, (hl)|r5k|altd ioe ld d, (hl);inc hl
altd ioe ldi d, (hl)|r6k|altd ioe ld d, (hl);inc hl
altd ioe ldi e, (hl)|r2ka|altd ioe ld e, (hl);inc hl
altd ioe ldi e, (hl)|r3k|altd ioe ld e, (hl);inc hl
altd ioe ldi e, (hl)|r4k|altd ioe ld e, (hl);inc hl
altd ioe ldi e, (hl)|r5k|altd ioe ld e, (hl);inc hl
altd ioe ldi e, (hl)|r6k|altd ioe ld e, (hl);inc hl
altd ioe ldi h, (hl)|r2ka|altd ioe ld h, (hl);inc hl
altd ioe ldi h, (hl)|r3k|altd ioe ld h, (hl);inc hl
altd ioe ldi h, (hl)|r4k|altd ioe ld h, (hl);inc hl
altd ioe ldi h, (hl)|r5k|altd ioe ld h, (hl);inc hl
altd ioe ldi h, (hl)|r6k|altd ioe ld h, (hl);inc hl
altd ioe ldi l, (hl)|r2ka|altd ioe ld l, (hl);inc hl
altd ioe ldi l, (hl)|r3k|altd ioe ld l, (hl);inc hl
altd ioe ldi l, (hl)|r4k|altd ioe ld l, (hl);inc hl
altd ioe ldi l, (hl)|r5k|altd ioe ld l, (hl);inc hl
altd ioe ldi l, (hl)|r6k|altd ioe ld l, (hl);inc hl
altd ioe or (hl+)|r2ka|altd ioe or (hl);inc hl
altd ioe or (hl+)|r3k|altd ioe or (hl);inc hl
altd ioe or (hl+)|r4k|altd ioe or (hl);inc hl
altd ioe or (hl+)|r5k|altd ioe or (hl);inc hl
altd ioe or (hl+)|r6k|altd ioe or (hl);inc hl
altd ioe or (hl-)|r2ka|altd ioe or (hl);dec hl
altd ioe or (hl-)|r3k|altd ioe or (hl);dec hl
altd ioe or (hl-)|r4k|altd ioe or (hl);dec hl
altd ioe or (hl-)|r5k|altd ioe or (hl);dec hl
altd ioe or (hl-)|r6k|altd ioe or (hl);dec hl
altd ioe or a, (hl+)|r2ka|altd ioe or (hl);inc hl
altd ioe or a, (hl+)|r3k|altd ioe or (hl);inc hl
altd ioe or a, (hl+)|r4k|altd ioe or (hl);inc hl
altd ioe or a, (hl+)|r5k|altd ioe or (hl);inc hl
altd ioe or a, (hl+)|r6k|altd ioe or (hl);inc hl
altd ioe or a, (hl-)|r2ka|altd ioe or (hl);dec hl
altd ioe or a, (hl-)|r3k|altd ioe or (hl);dec hl
altd ioe or a, (hl-)|r4k|altd ioe or (hl);dec hl
altd ioe or a, (hl-)|r5k|altd ioe or (hl);dec hl
altd ioe or a, (hl-)|r6k|altd ioe or (hl);dec hl
altd ioe sbc (hl+)|r2ka|altd ioe sbc a, (hl);inc hl
altd ioe sbc (hl+)|r3k|altd ioe sbc a, (hl);inc hl
altd ioe sbc (hl+)|r4k|altd ioe sbc a, (hl);inc hl
altd ioe sbc (hl+)|r5k|altd ioe sbc a, (hl);inc hl
altd ioe sbc (hl+)|r6k|altd ioe sbc a, (hl);inc hl
altd ioe sbc (hl-)|r2ka|altd ioe sbc a, (hl);dec hl
altd ioe sbc (hl-)|r3k|altd ioe sbc a, (hl);dec hl
altd ioe sbc (hl-)|r4k|altd ioe sbc a, (hl);dec hl
altd ioe sbc (hl-)|r5k|altd ioe sbc a, (hl);dec hl
